01/03/2022 13;18;0.0017;22.9;4.995;5.004;5.017;0.119;;;Invalid;0;0.007
01/03/2022 13;18;0.0016;23.1;4.996;5.004;5.015;0.044;;;Invalid;0;0.005
01/03/2022 13;18;0.0017;22.9;4.996;5.004;5.015;0.062;;;Invalid;0;0
01/03/2022 13;18;0.0016;23;4.996;5.004;5.017;0.034;;;Invalid;0;0.001
01/03/2022 13;18;0.0017;22.9;4.995;5.004;5.015;0.158;;;Invalid;0;0.003
01/03/2022 13;18;0.0016;22.9;4.996;5.004;5.015;0.039;;;Invalid;0;0.007
01/03/2022 13;18;0.0016;23;4.995;5.004;5.017;0.168;;;Invalid;0;0.002
01/03/2022 13;18;0.0016;23;4.995;5.004;5.017;0.153;;;Invalid;0;0.006
01/03/2022 13;18;0.0016;23;4.996;5.004;5.015;0.101;;;Invalid;0;0.001
01/03/2022 13;18;0.0016;23;4.995;5.004;5.017;0.15;;;Invalid;0;0.002
01/03/2022 13;18;0.0017;23;4.995;5.004;5.017;0.174;;;Invalid;0;0.002
01/03/2022 13;18;0.0017;23;4.995;5.004;5.017;0.13;;;Invalid;0;0.009
01/03/2022 13;18;0.0017;22.9;4.996;5.004;5.017;0.039;;;Invalid;0;0.009
01/03/2022 13;18;0.0016;23;4.995;5.004;5.017;0.124;;;Invalid;0;0.007
01/03/2022 13;18;0.0016;23;4.996;5.004;5.017;0.091;;;Invalid;0;0.006
01/03/2022 13;18;0.0017;22.9;4.995;5.004;5.017;0.148;;;Invalid;0;0.008
01/03/2022 13;18;0.0017;23.1;4.996;5.004;5.017;0.065;;;Invalid;0;0.007
01/03/2022 13;18;0.0017;23;4.995;5.004;5.017;0.111;;;Invalid;0;0.008
01/03/2022 13;18;0.0016;23;4.996;5.004;5.015;0.101;;;Invalid;0;0.005
01/03/2022 13;18;0.0016;23;4.996;5.004;5.017;0.083;;;Invalid;0;0.003
01/03/2022 13;18;0.0016;23;4.995;5.004;5.017;0.117;;;Invalid;0;0.002
01/03/2022 13;18;0.0016;23;4.995;5.004;5.017;0.111;;;Invalid;0;0.005
01/03/2022 13;18;0.0016;23;4.995;5.004;5.017;0.114;;;Invalid;0;0.004
01/03/2022 13;18;0.0017;22.9;4.996;5.004;5.017;0.088;;;Invalid;0;0.009
01/03/2022 13;18;0.0017;23;4.996;5.004;5.015;0.049;;;Invalid;0;0.003
01/03/2022 13;18;0.0016;23;4.995;5.004;5.017;0.122;;;Invalid;0;0.011
01/03/2022 13;18;0.0016;23;4.995;5.004;5.015;0.124;;;Invalid;0;0.003
01/03/2022 13;18;0.0016;23;4.996;5.004;5.017;0.062;;;Invalid;0;0.001
01/03/2022 13;18;0.0017;22.9;4.995;5.004;5.017;0.153;;;Invalid;0;0.002
01/03/2022 13;18;0.0016;22.9;4.996;5.004;5.017;0.078;;;Invalid;0;0.002
01/03/2022 13;19;0.0016;23;4.995;5.004;5.017;0.119;;;Invalid;0;0.008
01/03/2022 13;19;0.0016;23;4.995;5.004;5.017;0.135;;;Invalid;0;0.002
01/03/2022 13;19;0.0016;22.9;4.995;5.004;5.017;0.111;;;Invalid;0;0.009
01/03/2022 13;19;0.0016;23;4.995;5.004;5.017;0.153;;;Invalid;0;0.006
01/03/2022 13;19;0.0017;23;4.995;5.004;5.017;0.13;;;Invalid;0;0
01/03/2022 13;19;0.0016;23;4.996;5.004;5.015;0.067;;;Invalid;0;0.001
01/03/2022 13;19;0.0016;23;4.995;5.004;5.015;0.132;;;Invalid;0;0.002
01/03/2022 13;19;0.0017;23;4.996;5.004;5.015;0.062;;;Invalid;0;0.002
01/03/2022 13;19;0.0017;22.9;4.996;5.004;5.015;0.096;;;Invalid;0;0.002
01/03/2022 13;19;0.0016;23;4.995;5.004;5.017;0.104;;;Invalid;0;0.004
01/03/2022 13;19;0.0016;23;4.995;5.004;5.017;0.114;;;Invalid;0;0.01
01/03/2022 13;19;0.0017;23;4.996;5.004;5.017;0.088;;;Invalid;0;0.003
01/03/2022 13;19;0.0016;23;4.996;5.004;5.017;0.073;;;Invalid;0;0.001
01/03/2022 13;19;0.0016;23;4.996;5.004;5.017;0.083;;;Invalid;0;0.006
01/03/2022 13;19;0.0016;23;4.996;5.004;5.017;0.098;;;Invalid;0;0.011
01/03/2022 13;19;0.0016;23;4.996;5.004;5.017;0.093;;;Invalid;0;0.006
01/03/2022 13;19;0.0016;23;4.996;5.004;5.018;0.091;;;Invalid;0;0.001
01/03/2022 13;19;0.0016;23;4.995;5.004;5.017;0.111;;;Invalid;0;0.003
01/03/2022 13;19;0.0017;23;4.995;5.004;5.017;0.135;;;Invalid;0;0.005
01/03/2022 13;19;0.0017;22.9;4.996;5.004;5.017;0.08;;;Invalid;0;0.002
01/03/2022 13;19;0.0016;23;4.996;5.004;5.015;0.078;;;Invalid;0;0.006
01/03/2022 13;19;0.0016;22.9;4.996;5.004;5.015;0.101;;;Invalid;0;0.003
01/03/2022 13;19;0.0016;22.9;4.995;5.004;5.017;0.104;;;Invalid;0;0.012
01/03/2022 13;19;0.0016;22.9;4.995;5.004;5.017;0.104;;;Invalid;0;0.007
01/03/2022 13;19;0.0016;23;4.995;5.004;5.015;0.104;;;Invalid;0;0.001
01/03/2022 13;19;0.0016;22.9;4.996;5.004;5.017;0.091;;;Invalid;0;0.001
01/03/2022 13;19;0.0016;22.9;4.996;5.004;5.015;0.091;;;Invalid;0;0.005
01/03/2022 13;19;0.0016;23;4.996;5.004;5.017;0.067;;;Invalid;0;0
01/03/2022 13;19;0.0016;23;4.996;5.004;5.017;0.101;;;Invalid;0;0.008
01/03/2022 13;19;0.0016;23;4.996;5.004;5.017;0.098;;;Invalid;0;0.006
01/03/2022 13;19;0.0016;23;4.996;5.004;5.017;0.098;;;Invalid;0;0.01
01/03/2022 13;19;0.0016;23;4.996;5.004;5.02;0.088;;;0.21;0;0.007
01/03/2022 13;19;0.0016;23;4.996;5.004;5.02;0.096;;;0.258;0;0.008
01/03/2022 13;19;0.0016;23;4.995;5.004;5.02;0.109;;;0.212;0;0.005
01/03/2022 13;19;0.0016;23;4.995;5.004;5.017;0.13;;;Invalid;0;0.001
01/03/2022 13;19;0.0017;22.9;4.995;5.004;5.02;0.122;;;0.239;0;0.008
01/03/2022 13;19;0.0017;22.9;4.995;5.004;5.02;0.119;;;0.24;0;0.007
01/03/2022 13;19;0.0016;23;4.996;5.004;5.02;0.065;;;0.206;0;0
01/03/2022 13;19;0.0016;23;4.995;5.004;5.017;0.109;;;Invalid;0;0.001
01/03/2022 13;19;0.0017;22.9;4.996;5.004;5.017;0.091;;;Invalid;3;0.006
01/03/2022 13;19;0.0018;23;4.996;5.004;5.02;0.088;;;0.231;4;0.003
01/03/2022 13;19;0.0019;22.9;4.995;5.004;5.02;0.104;;;0.216;3;0.002
01/03/2022 13;19;0.0020;23;4.996;5.004;5.017;0.052;;;Invalid;1;0
01/03/2022 13;19;0.0021;23;4.995;5.004;5.017;0.104;;;Invalid;1;0.001
01/03/2022 13;19;0.0022;23;4.995;5.004;5.02;0.114;;;0.22;0;0.003
01/03/2022 13;19;0.0023;23;4.995;5.004;5.02;0.117;;;0.235;0;0.01
01/03/2022 13;19;0.0016;23;4.996;5.004;5.017;0.078;;;Invalid;0;0.002
01/03/2022 13;19;0.0016;23;4.996;5.004;5.017;0.096;;;Invalid;0;0.004
01/03/2022 13;19;0.0016;23;4.996;5.004;5.02;0.08;;;0.229;0;0
01/03/2022 13;19;0.0016;23;4.995;5.004;5.02;0.145;;;0.242;0;0.003
01/03/2022 13;19;0.0016;23;4.996;5.004;5.017;0.088;;;Invalid;0;0.011
01/03/2022 13;19;0.0017;23;4.996;5.004;5.02;0.093;;;0.22;0;0.009
01/03/2022 13;19;0.0016;23;4.996;5.004;5.017;0.039;;;Invalid;0;0.009
01/03/2022 13;19;0.0016;23;4.995;5.004;5.017;0.109;;;Invalid;0;0.011
01/03/2022 13;19;0.0016;22.9;4.996;5.004;5.017;0.085;;;Invalid;0;0.007
01/03/2022 13;19;0.0017;22.9;4.996;5.004;5.017;0.075;;;Invalid;0;0.011
01/03/2022 13;19;0.0017;23;4.995;5.004;5.02;0.119;;;0.237;0;0.004
01/03/2022 13;19;0.0016;23;4.996;5.004;5.02;0.101;;;0.229;0;0.007
01/03/2022 13;19;0.0067;23;4.995;5.004;5.02;0.127;;;0.206;0;0.007
01/03/2022 13;19;0.0016;23;4.996;5.004;5.02;0.065;;;0.222;0;0.002
01/03/2022 13;20;0.0017;22.9;4.996;5.004;5.017;0.044;;;Invalid;0;0.003
01/03/2022 13;20;0.0017;22.9;4.996;5.004;5.017;0.098;;;Invalid;0;0.001
01/03/2022 13;20;0.0016;22.9;4.996;5.004;5.02;0.083;;;0.24;0;0.011
01/03/2022 13;20;0.0016;23;4.996;5.004;5.02;0.091;;;0.208;0;0.001
01/03/2022 13;20;0.0016;23.1;4.996;5.004;5.017;0.098;;;Invalid;0;0.003
01/03/2022 13;20;0.0016;22.9;4.996;5.004;5.017;0;;;Invalid;0;0.003
01/03/2022 13;20;0.0017;23;4.996;5.004;5.017;0.078;;;Invalid;0;0.008
01/03/2022 13;20;0.0016;23;4.995;5.004;5.02;0.137;;;0.239;0;0.007
01/03/2022 13;20;0.0017;23;4.996;5.004;5.02;0.101;;;0.226;0;0.011
01/03/2022 13;20;0.0016;23;4.996;5.004;5.017;0.091;;;Invalid;0;0.018
01/03/2022 13;20;0.0017;23;4.996;5.004;5.02;0.098;;;0.266;0;0.006
01/03/2022 13;20;0.0016;22.9;4.996;5.004;5.017;0.091;;;Invalid;0;0.012
01/03/2022 13;20;0.0016;23;4.995;5.004;5.02;0.143;;;0.246;0;0.008
01/03/2022 13;20;0.0016;22.9;4.995;5.004;5.02;0.114;;;0.208;0;0.007
01/03/2022 13;20;0.0016;23;4.996;5.004;5.017;0.091;;;Invalid;0;0.01
01/03/2022 13;20;0.0016;22.9;4.995;5.004;5.019;0.122;;;0.188;0;0.002
01/03/2022 13;20;0.0017;22.9;4.995;5.004;5.017;0.104;;;Invalid;0;0.008
01/03/2022 13;20;0.0017;22.9;4.996;5.004;5.02;0.018;;;0.224;0;0.004
01/03/2022 13;20;0.0017;22.9;4.995;5.004;5.02;0.122;;;0.249;0;0
01/03/2022 13;20;0.0017;22.9;4.995;5.004;5.02;0.153;;;0.251;0;0.001
01/03/2022 13;20;0.0016;22.9;4.996;5.004;5.02;0.07;;;0.233;0;0.005
01/03/2022 13;20;0.0016;23;4.996;5.004;5.019;0.062;;;0.164;0;0.013
01/03/2022 13;20;0.0016;22.9;4.995;5.004;5.019;0.111;;;0.193;0;0.002
01/03/2022 13;20;0.0017;23;4.996;5.004;5.02;0.093;;;0.231;0;0.004
01/03/2022 13;20;0.0016;22.9;4.995;5.004;5.02;0.119;;;0.195;0;0.01
01/03/2022 13;20;0.0017;22.9;4.995;5.004;5.02;0.104;;;0.229;0;0.003
01/03/2022 13;20;0.0016;22.9;4.996;5.004;5.02;0.059;;;0.224;0;0.001
01/03/2022 13;20;0.0016;22.9;4.995;5.004;5.017;0.127;;;Invalid;0;0.008
01/03/2022 13;20;0.0017;23;4.996;5.004;5.017;0.075;;;Invalid;0;0.005
01/03/2022 13;20;0.0017;22.9;4.995;5.004;5.02;0.106;;;0.212;0;0.003
01/03/2022 13;20;0.0016;22.9;4.995;5.004;5.017;0.111;;;Invalid;0;0.008
01/03/2022 13;20;0.0016;22.9;4.995;5.004;5.017;0.124;;;Invalid;1;0.005
01/03/2022 13;20;0.0343;23;4.996;5.004;5.02;0.083;;;0.251;8;0.005
01/03/2022 13;20;0.1661;23;4.996;5.027;5.02;0.088;;;0.218;21;0.894
01/03/2022 13;20;0.1662;22.9;5;5.029;5.107;0.88;;;2.399;23;0.979
01/03/2022 13;20;0.1663;22.9;5.015;5.102;5.125;3.765;;;2.629;23;3.893
01/03/2022 13;20;0.1664;22.9;5.016;5.08;5.117;3.874;;;2.533;20;3.009
01/03/2022 13;20;0.1665;22.9;5.01;5.079;5.099;2.865;;;2.291;19;2.965
01/03/2022 13;20;0.1666;23;5.005;5.054;5.094;1.871;;;2.212;19;1.981
01/03/2022 13;20;0.1667;22.9;5.005;5.054;5.092;1.803;;;2.175;18;1.974
01/03/2022 13;20;0.143;23;5.005;5.054;5.074;1.876;;;1.898;15;1.969
01/03/2022 13;20;0.1298;22.9;5.006;5.054;5.059;1.944;;;1.609;13;1.98
01/03/2022 13;20;0.1242;22.9;5.004;5.029;5.053;1.575;;;1.498;14;0.995
01/03/2022 13;20;0.1224;22.9;5;5.029;5.051;0.877;;;1.451;13;0.983
01/03/2022 13;20;0.1219;22.9;5.001;5.029;5.051;0.926;;;1.441;13;0.998
01/03/2022 13;20;0.1215;22.9;5;5.029;5.048;0.872;;;1.384;13;1
01/03/2022 13;20;0.1215;22.9;5.001;5.029;5.048;0.919;;;1.381;13;0.992
01/03/2022 13;20;0.1212;22.9;4.996;5.004;5.048;0.067;;;1.378;14;0.018
01/03/2022 13;20;0.1212;22.9;4.995;5.004;5.051;0.158;;;1.441;13;0.002
01/03/2022 13;20;0.1213;22.8;4.995;5.004;5.048;0.106;;;1.378;13;0.012
01/03/2022 13;20;0.1217;22.8;5;5.029;5.048;0.849;;;1.388;13;0.987
01/03/2022 13;20;0.1215;22.8;5;5.005;5.048;0.841;;;1.381;13;0.023
01/03/2022 13;20;0.1213;22.9;4.996;5.004;5.048;0.098;;;1.383;13;0.006
01/03/2022 13;20;0.1215;22.9;4.995;5.004;5.048;0.124;;;1.381;13;0.009
01/03/2022 13;20;0.1212;22.9;4.996;5.004;5.048;0.036;;;1.381;14;0.011
01/03/2022 13;20;0.1216;22.9;4.996;5.004;5.048;0.098;;;1.382;13;0.009
01/03/2022 13;20;0.1202;22.9;4.995;5.004;5.048;0.155;;;1.382;13;0
01/03/2022 13;20;0.1197;22.8;4.999;5.029;5.048;0.574;;;1.381;13;0.978
01/03/2022 13;20;0.1201;22.8;5;5.017;5.048;0.766;;;1.382;13;0.517
01/03/2022 13;20;0.1202;22.9;4.996;5.004;5.048;0.07;;;1.383;13;0.002
01/03/2022 13;21;0.1205;22.8;4.996;5.004;5.048;0.075;;;1.38;13;0.008
01/03/2022 13;21;0.1205;22.8;4.998;5.022;5.048;0.345;;;1.382;14;0.7
01/03/2022 13;21;0.1203;22.8;5;5.024;5.048;0.872;;;1.38;13;0.779
01/03/2022 13;21;0.1209;22.8;4.996;5.004;5.048;0.013;;;1.381;13;0.006
01/03/2022 13;21;0.1206;22.7;4.996;5.004;5.045;0.101;;;1.314;13;0.006
01/03/2022 13;21;0.1202;22.7;4.996;5.02;5.045;0.096;;;1.314;13;0.637
01/03/2022 13;21;0.1193;22.7;5;5.029;5.046;0.799;;;1.317;13;0.979
01/03/2022 13;21;0.1196;22.8;5;5.029;5.048;0.849;;;1.382;13;0.985
01/03/2022 13;21;0.1197;22.7;5.001;5.029;5.051;0.901;;;1.439;14;0.981
01/03/2022 13;21;0.1199;22.7;5;5.029;5.051;0.867;;;1.436;13;0.994
01/03/2022 13;21;0.1207;22.7;5.001;5.029;5.051;0.908;;;1.442;13;0.983
01/03/2022 13;21;0.1206;22.7;5;5.006;5.048;0.773;;;1.378;13;0.088
01/03/2022 13;21;0.1207;22.8;4.996;5.004;5.048;0.07;;;1.38;13;0.009
01/03/2022 13;21;0.1206;22.7;4.996;5.004;5.048;0.078;;;1.386;13;0.001
01/03/2022 13;21;0.1209;22.7;4.996;5.004;5.048;0.101;;;1.382;13;0.002
01/03/2022 13;21;0.1202;22.7;4.996;5.004;5.046;0.085;;;1.319;14;0.003
01/03/2022 13;21;0.1204;22.7;4.995;5.004;5.048;0.109;;;1.384;13;0.003
01/03/2022 13;21;0.121;22.7;4.996;5.028;5.048;0.054;;;1.381;13;0.957
01/03/2022 13;21;0.1212;22.7;5.001;5.029;5.048;0.903;;;1.379;13;0.983
01/03/2022 13;21;0.1211;22.7;5;5.029;5.048;0.833;;;1.385;13;0.989
01/03/2022 13;21;0.1214;22.7;4.999;5.004;5.048;0.664;;;1.385;13;0.011
01/03/2022 13;21;0.1217;22.7;4.996;5.004;5.048;0.065;;;1.381;13;0.002
01/03/2022 13;21;0.1214;22.7;4.996;5.004;5.049;0.098;;;1.388;14;0.004
01/03/2022 13;21;0.1213;22.7;4.995;5.004;5.048;0.127;;;1.38;13;0.001
01/03/2022 13;21;0.1212;22.7;4.995;5.004;5.048;0.111;;;1.378;13;0.01
01/03/2022 13;21;0.1215;22.7;4.995;5.004;5.048;0.145;;;1.381;13;0.001
01/03/2022 13;21;0.122;22.7;4.999;5.029;5.048;0.688;;;1.382;13;0.976
01/03/2022 13;21;0.123;22.7;5;5.029;5.048;0.805;;;1.382;13;0.979
01/03/2022 13;21;0.1218;22.6;5.001;5.029;5.048;0.89;;;1.38;13;0.983
01/03/2022 13;21;0.1202;22.5;5;5.029;5.051;0.838;;;1.437;14;0.977
01/03/2022 13;21;0.1198;22.3;5;5.029;5.054;0.862;;;1.501;13;0.996
01/03/2022 13;21;0.1192;22.3;5.001;5.029;5.051;0.914;;;1.443;13;0.993
01/03/2022 13;21;0.1188;22.1;5.001;5.029;5.051;0.89;;;1.442;13;0.988
01/03/2022 13;21;0.1189;22;5;5.029;5.048;0.841;;;1.386;13;0.983
01/03/2022 13;21;0.1189;21.9;5;5.029;5.048;0.872;;;1.386;13;0.996
01/03/2022 13;21;0.1202;21.9;5;5.029;5.051;0.885;;;1.44;13;0.991
01/03/2022 13;21;0.1213;21.8;5;5.029;5.048;0.882;;;1.379;14;0.979
01/03/2022 13;21;0.1207;21.8;5;5.007;5.048;0.818;;;1.383;13;0.119
01/03/2022 13;21;0.1205;21.8;4.995;5.004;5.048;0.111;;;1.376;13;0.003
01/03/2022 13;21;0.1199;22;5;5.028;5.048;0.859;;;1.376;13;0.963
01/03/2022 13;21;0.1199;22.1;5.001;5.029;5.048;0.911;;;1.376;13;0.979
01/03/2022 13;21;0.1201;22.2;5.001;5.029;5.048;0.901;;;1.382;13;0.988
01/03/2022 13;21;0.1201;22.3;5;5.029;5.048;0.851;;;1.378;14;0.987
01/03/2022 13;21;0.1201;22.3;5;5.029;5.051;0.88;;;1.439;13;0.989
01/03/2022 13;21;0.12;22.4;5;5.029;5.051;0.888;;;1.443;13;0.986
01/03/2022 13;21;0.1196;22.4;5.001;5.029;5.054;0.947;;;1.503;13;1.005
01/03/2022 13;21;0.1187;22.5;5;5.029;5.056;0.862;;;1.554;13;0.979
01/03/2022 13;21;0.1185;22.4;5;5.029;5.056;0.825;;;1.555;13;0.977
01/03/2022 13;21;0.1171;22.5;5;5.029;5.051;0.888;;;1.437;13;0.989
01/03/2022 13;21;0.1168;22.4;5;5.029;5.051;0.877;;;1.439;14;0.99
01/03/2022 13;21;0.1181;22.4;5;5.029;5.04;0.867;;;1.181;13;0.986
01/03/2022 13;21;0.1182;22.3;5;5.029;5.048;0.877;;;1.378;13;0.993
01/03/2022 13;21;0.1192;22.3;5;5.029;5.056;0.877;;;1.556;13;0.985
01/03/2022 13;21;0.119;22.3;5;5.029;5.048;0.888;;;1.377;13;0.991
01/03/2022 13;21;0.119;22.3;5;5.029;5.048;0.885;;;1.38;13;0.983
01/03/2022 13;21;0.1202;22.3;5;5.029;5.053;0.836;;;1.499;14;0.994
01/03/2022 13;21;0.1197;22.3;5.001;5.029;5.053;0.89;;;1.497;13;0.989
01/03/2022 13;21;0.1201;22.4;5;5.029;5.051;0.888;;;1.442;13;0.996
01/03/2022 13;21;0.1203;22.3;5.001;5.029;5.051;0.914;;;1.444;13;0.985
01/03/2022 13;21;0.12;22.4;5;5.029;5.053;0.888;;;1.497;13;0.989
01/03/2022 13;22;0.1196;22.3;5;5.029;5.051;0.851;;;1.439;13;0.988
01/03/2022 13;22;0.1199;22.4;5.001;5.029;5.053;0.89;;;1.495;14;0.981
01/03/2022 13;22;0.1199;22.4;5;5.029;5.053;0.856;;;1.498;13;0.987
01/03/2022 13;22;0.1193;22.4;5;5.029;5.053;0.88;;;1.494;13;0.99
01/03/2022 13;22;0.1196;22.4;5.001;5.029;5.051;0.89;;;1.436;13;0.984
01/03/2022 13;22;0.1194;22.4;5;5.029;5.051;0.854;;;1.441;13;0.986
01/03/2022 13;22;0.1196;22.4;5.001;5.029;5.051;0.901;;;1.444;14;0.989
01/03/2022 13;22;0.12;22.5;5.001;5.029;5.048;0.911;;;1.379;13;0.983
01/03/2022 13;22;0.1202;22.4;5.001;5.029;5.048;0.916;;;1.38;13;0.986
01/03/2022 13;22;0.1198;22.4;5.001;5.029;5.051;0.908;;;1.445;13;0.979
01/03/2022 13;22;0.1201;22.5;5;5.029;5.051;0.885;;;1.437;13;0.994
01/03/2022 13;22;0.1202;22.5;5;5.029;5.053;0.877;;;1.498;13;0.991
01/03/2022 13;22;0.1198;22.4;5;5.029;5.048;0.882;;;1.382;14;0.989
01/03/2022 13;22;0.1194;22.4;5;5.029;5.048;0.851;;;1.382;13;0.989
01/03/2022 13;22;0.1192;22.5;5;5.029;5.051;0.846;;;1.444;13;0.986
01/03/2022 13;22;0.1188;22.3;5;5.029;5.053;0.862;;;1.497;13;0.989
01/03/2022 13;22;0.1195;22.4;5;5.029;5.051;0.849;;;1.445;13;0.984
01/03/2022 13;22;0.1206;22.5;5.001;5.029;5.051;0.89;;;1.446;14;0.988
01/03/2022 13;22;0.1204;22.5;5.001;5.029;5.048;0.893;;;1.38;13;0.989
01/03/2022 13;22;0.1207;22.4;5;5.029;5.051;0.867;;;1.44;13;0.982
01/03/2022 13;22;0.1207;22.5;5.001;5.029;5.051;0.895;;;1.443;13;0.999
01/03/2022 13;22;0.1205;22.5;5.001;5.029;5.051;0.895;;;1.44;13;0.99
01/03/2022 13;22;0.1205;22.5;5;5.029;5.048;0.851;;;1.386;13;0.987
01/03/2022 13;22;0.1203;22.5;5.001;5.029;5.051;0.934;;;1.447;14;0.989
01/03/2022 13;22;0.1201;22.5;5;5.029;5.051;0.851;;;1.442;13;0.996
01/03/2022 13;22;0.12;22.5;5.001;5.029;5.048;0.893;;;1.377;13;0.986
01/03/2022 13;22;0.1201;22.5;5.001;5.029;5.048;0.908;;;1.382;13;0.984
01/03/2022 13;22;0.12;22.6;5;5.029;5.048;0.882;;;1.38;13;0.986
01/03/2022 13;22;0.1195;22.6;5.001;5.029;5.051;0.89;;;1.44;14;0.982
01/03/2022 13;22;0.1193;22.6;5;5.029;5.048;0.875;;;1.382;13;0.991
01/03/2022 13;22;0.1199;22.6;5.001;5.029;5.051;0.895;;;1.44;13;0.978
01/03/2022 13;22;0.1204;22.6;5;5.029;5.051;0.882;;;1.444;13;0.98
01/03/2022 13;22;0.1204;22.6;5.001;5.029;5.048;0.895;;;1.378;13;0.978
01/03/2022 13;22;0.1202;22.6;5;5.029;5.048;0.854;;;1.385;13;0.981
01/03/2022 13;22;0.1207;22.6;5;5.029;5.048;0.888;;;1.384;14;0.993
01/03/2022 13;22;0.1207;22.6;5;5.029;5.048;0.888;;;1.381;13;0.991
01/03/2022 13;22;0.1206;22.6;5;5.029;5.048;0.885;;;1.385;13;0.997
01/03/2022 13;22;0.1209;22.6;5.001;5.029;5.048;0.901;;;1.383;13;0.986
01/03/2022 13;22;0.1205;22.6;5.001;5.029;5.048;0.89;;;1.383;13;0.978
01/03/2022 13;22;0.1207;22.6;5;5.029;5.051;0.844;;;1.441;14;0.987
01/03/2022 13;22;0.1209;22.6;5.001;5.029;5.048;0.908;;;1.381;13;0.985
01/03/2022 13;22;0.1212;22.6;5;5.029;5.048;0.859;;;1.376;13;0.992
01/03/2022 13;22;0.1207;22.6;5;5.029;5.048;0.859;;;1.383;13;0.991
01/03/2022 13;22;0.1207;22.6;5;5.029;5.051;0.875;;;1.444;13;0.98
01/03/2022 13;22;0.1213;22.5;5;5.029;5.048;0.872;;;1.383;13;0.984
01/03/2022 13;22;0.1216;22.6;5;5.029;5.051;0.844;;;1.441;14;0.991
01/03/2022 13;22;0.1216;22.5;5;5.029;5.048;0.867;;;1.378;13;0.987
