D‚tails d?enregistreur :;;;;;;;;;;;;;;
Type d'enregistreur;1F8;;;;;;;;;;;;;
Num‚ro de s‚rie;KS1512003;;;;;;;;;;;;;
firmware du Contr“leur;5.1;;;;;;;;;;;;;
firmware d'acquisition;5.1;;;;;;;;;;;;;
Identit‚ de l?enregistreur;Identit‚ de l?enreg;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Job D‚tails;;;;;;;;;;;;;;
Nombre de canaux analogiques;10;;;;;;;;;;;;;
Nombre de canaux num‚riques;1;;;;;;;;;;;;;
Nombre total de canaux utilis‚s;11;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Heure d?armement;08/09/2023 09:41;;;;;;;;;;;;;
Heure de d‚sarmement;08/09/2023 10:59;;;;;;;;;;;;;
Dur‚e;01:18:11;;;;;;;;;;;;;
Job Description;Nom de la configura;;;;;;;;;;;;;
Info de canaux;;;;;;;;;;;;;;
Description;;V1 (V);Tc ('C);Mano13.1 (V) (V);Mano13.2 (V) (V);Mano1 200 (V) (V);Tension (V);Voie 1000 (Pa);Voie 200 (Pa);;V ManoRec 200 (m_s-1);Pulse Channel 1 (Hz);;V1 (V)
Interv. mesure;;00:00:01;00:00:01;00:00:01;00:00:01;00:00:01;00:00:01;00:00:01;00:00:01;;00:00:01;00:00:01;;00:00:01
Intervalle;;00:00:01;00:00:01;00:00:01;00:00:01;00:00:01;00:00:01;00:00:01;00:00:01;;00:00:01;00:00:01;;00:00:01
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Date/Heure;Type;V1 (V);Tc ('C);Mano13.1 (V) (V);Mano13.2 (V) (V);Mano1 200 (V) (V);Tension (V);Voie 1000 (Pa);Voie 200 (Pa);;V ManoRec 200 (m_s-1);Pulse Channel 1 (Hz);;V1 (V)
09/08/2023 09:41:52;Intervalle;H24a;21.1;4.995;5.003;5.017;0.005;-0.283;-0.029;Mac H24a;Mac H24a;Dummy;;H24a
09/08/2023 09:41:53;Intervalle;0.0020;21.2;4.995;5.003;5.017;0.005;-0.290;-0.029;Invalid;Invalid;0.0;;0.0020
09/08/2023 09:41:54;Intervalle;0.0020;21.2;4.995;5.003;5.017;0.005;-0.288;-0.026;Invalid;Invalid;0.0;;0.0020
09/08/2023 09:41:55;Intervalle;0.0020;21.2;4.995;5.003;5.017;0.005;-0.270;-0.027;Invalid;Invalid;0.0;;0.0020
09/08/2023 09:41:56;Intervalle;0.0020;21.2;4.995;5.003;5.017;0.005;-0.288;-0.027;Invalid;Invalid;0.0;;0.0020
09/08/2023 09:41:57;Intervalle;0.0020;21.1;4.995;5.003;5.017;0.006;-0.290;-0.029;Invalid;Invalid;0.0;;0.0020
09/08/2023 09:41:58;Intervalle;0.0020;21.2;4.995;5.003;5.017;0.006;-0.277;-0.029;Invalid;Invalid;0.0;;0.0020
09/08/2023 09:41:59;Intervalle;0.0020;21.1;4.995;5.003;5.017;0.006;-0.283;-0.030;Invalid;Invalid;0.0;;0.0020
09/08/2023 09:42:00;Intervalle;0.0020;21.2;4.995;5.003;5.017;0.006;-0.272;-0.030;Invalid;Invalid;0.0;;0.0020
09/08/2023 09:42:01;Intervalle;0.0020;21.1;4.995;5.003;5.017;0.005;-0.283;-0.027;Invalid;Invalid;0.0;;0.0020
09/08/2023 09:42:02;Intervalle;0.0020;21.2;4.995;5.003;5.017;0.005;-0.280;-0.029;Invalid;Invalid;0.0;;0.0020
09/08/2023 09:42:03;Intervalle;0.0020;21.1;4.995;5.003;5.017;0.006;-0.285;-0.028;Invalid;Invalid;0.0;;0.0020
09/08/2023 09:42:04;Intervalle;0.0020;21.1;4.995;5.003;5.017;0.006;-0.275;-0.027;Invalid;Invalid;0.0;;0.0020
09/08/2023 09:42:05;Intervalle;0.0020;21.2;4.995;5.003;5.017;0.006;-0.280;-0.029;Invalid;Invalid;0.0;;0.0020
09/08/2023 09:42:06;Intervalle;0.0020;21.2;4.995;5.003;5.017;0.006;-0.290;-0.026;Invalid;Invalid;0.0;;0.0020
09/08/2023 09:42:07;Intervalle;0.0019;21.2;4.995;5.003;5.017;0.006;-0.277;-0.028;Invalid;Invalid;0.0;;0.0019
09/08/2023 09:42:08;Intervalle;0.0019;21.1;4.995;5.003;5.017;0.006;-0.283;-0.028;Invalid;Invalid;0.0;;0.0019
09/08/2023 09:42:09;Intervalle;0.0019;21.1;4.995;5.003;5.017;0.006;-0.285;-0.028;Invalid;Invalid;0.0;;0.0019
09/08/2023 09:42:10;Intervalle;0.0019;21.2;4.995;5.003;5.020;0.006;-0.283;-0.030;0.201;0.201;0.0;;0.0019
09/08/2023 09:42:11;Intervalle;0.0019;21.2;4.995;5.003;5.017;0.006;-0.277;-0.028;Invalid;Invalid;0.0;;0.0019
09/08/2023 09:42:12;Intervalle;0.0019;21.1;4.995;5.003;5.017;0.006;-0.285;-0.027;Invalid;Invalid;0.0;;0.0019
09/08/2023 09:42:13;Intervalle;0.0020;21.2;4.995;5.003;5.017;0.006;-0.280;-0.030;Invalid;Invalid;0.0;;0.0020
09/08/2023 09:42:14;Intervalle;0.0019;21.2;4.995;5.003;5.019;0.006;-0.285;-0.027;0.190;0.190;0.0;;0.0019
09/08/2023 09:42:15;Intervalle;0.0019;21.2;4.995;5.003;5.017;0.005;-0.288;-0.027;Invalid;Invalid;0.0;;0.0019
09/08/2023 09:42:16;Intervalle;0.0019;21.2;4.995;5.003;5.017;0.006;-0.280;-0.028;Invalid;Invalid;0.0;;0.0019
09/08/2023 09:42:17;Intervalle;0.0019;21.2;4.995;5.003;5.017;0.005;-0.280;-0.028;Invalid;Invalid;0.0;;0.0019
09/08/2023 09:42:18;Intervalle;0.0019;21.2;4.995;5.003;5.019;0.005;-0.293;-0.029;0.192;0.192;0.0;;0.0019
09/08/2023 09:42:19;Intervalle;0.0019;21.2;4.995;5.003;5.020;0.005;-0.280;-0.029;0.201;0.201;0.0;;0.0019
09/08/2023 09:42:20;Intervalle;0.0019;21.2;4.995;5.003;5.020;0.005;-0.288;-0.026;0.209;0.209;0.0;;0.0019
09/08/2023 09:42:21;Intervalle;0.0019;21.2;4.995;5.003;5.017;0.005;-0.280;-0.030;Invalid;Invalid;0.0;;0.0019
09/08/2023 09:42:22;Intervalle;0.0019;21.2;4.995;5.003;5.017;0.005;-0.275;-0.028;Invalid;Invalid;0.0;;0.0019
09/08/2023 09:42:23;Intervalle;0.0019;21.1;4.995;5.003;5.017;0.005;-0.298;-0.026;Invalid;Invalid;0.0;;0.0019
09/08/2023 09:42:24;Intervalle;0.0019;21.1;4.995;5.003;5.017;0.005;-0.277;-0.028;Invalid;Invalid;0.0;;0.0019
09/08/2023 09:42:25;Intervalle;0.0019;21.1;4.995;5.003;5.017;0.005;-0.290;-0.028;Invalid;Invalid;0.0;;0.0019
09/08/2023 09:42:26;Intervalle;0.0019;21.2;4.995;5.003;5.017;0.005;-0.283;-0.030;Invalid;Invalid;0.0;;0.0019
09/08/2023 09:42:27;Intervalle;0.0019;21.2;4.995;5.003;5.017;0.005;-0.285;-0.030;Invalid;Invalid;0.0;;0.0019
09/08/2023 09:42:28;Intervalle;0.0019;21.2;4.995;5.003;5.017;0.005;-0.288;-0.028;Invalid;Invalid;0.0;;0.0019
09/08/2023 09:42:29;Intervalle;0.0019;21.2;4.995;5.003;5.017;0.005;-0.272;-0.028;Invalid;Invalid;0.0;;0.0019
09/08/2023 09:42:30;Intervalle;0.0019;21.2;4.995;5.003;5.017;0.005;-0.285;-0.028;Invalid;Invalid;0.0;;0.0019
09/08/2023 09:42:31;Intervalle;0.0019;21.1;4.995;5.003;5.017;0.005;-0.288;-0.028;Invalid;Invalid;0.0;;0.0019
09/08/2023 09:42:32;Intervalle;0.0019;21.2;4.995;5.003;5.017;0.005;-0.277;-0.027;Invalid;Invalid;0.0;;0.0019
09/08/2023 09:42:33;Intervalle;0.0019;21.2;4.995;5.003;5.017;0.005;-0.283;-0.026;Invalid;Invalid;0.0;;0.0019
09/08/2023 09:42:34;Intervalle;0.0019;21.2;4.995;5.003;5.017;0.005;-0.285;-0.029;Invalid;Invalid;0.0;;0.0019
09/08/2023 09:42:35;Intervalle;0.0019;21.2;4.995;5.003;5.017;0.005;-0.285;-0.029;Invalid;Invalid;0.0;;0.0019
09/08/2023 09:42:36;Intervalle;0.0019;21.2;4.995;5.003;5.017;0.005;-0.283;-0.027;Invalid;Invalid;0.0;;0.0019
09/08/2023 09:42:37;Intervalle;0.0019;21.2;4.995;5.003;5.017;0.005;-0.277;-0.030;Invalid;Invalid;0.0;;0.0019
09/08/2023 09:42:38;Intervalle;0.0019;21.2;4.995;5.003;5.017;0.005;-0.277;-0.026;Invalid;Invalid;0.0;;0.0019
09/08/2023 09:42:39;Intervalle;0.0019;21.2;4.995;5.003;5.017;0.005;-0.272;-0.026;Invalid;Invalid;0.0;;0.0019
09/08/2023 09:42:40;Intervalle;0.0019;21.2;4.995;5.003;5.017;0.005;-0.272;-0.027;Invalid;Invalid;0.0;;0.0019
09/08/2023 09:42:41;Intervalle;0.0019;21.2;4.995;5.003;5.017;0.005;-0.283;-0.028;Invalid;Invalid;0.0;;0.0019
09/08/2023 09:42:42;Intervalle;0.0019;21.2;4.995;5.003;5.017;0.005;-0.285;-0.027;Invalid;Invalid;0.0;;0.0019
09/08/2023 09:42:43;Intervalle;0.0019;21.2;4.995;5.003;5.017;0.005;-0.285;-0.026;Invalid;Invalid;0.0;;0.0019
09/08/2023 09:42:44;Intervalle;0.0019;21.2;4.995;5.003;5.017;0.005;-0.280;-0.030;Invalid;Invalid;0.0;;0.0019
09/08/2023 09:42:45;Intervalle;0.0019;21.2;4.995;5.003;5.017;0.005;-0.293;-0.027;Invalid;Invalid;0.0;;0.0019
09/08/2023 09:42:46;Intervalle;0.0019;21.2;4.995;5.003;5.017;0.006;-0.288;-0.026;Invalid;Invalid;0.0;;0.0019
09/08/2023 09:42:47;Intervalle;0.0019;21.2;4.995;5.003;5.017;0.006;-0.275;-0.028;Invalid;Invalid;0.0;;0.0019
09/08/2023 09:42:48;Intervalle;0.0019;21.2;4.995;5.003;5.020;0.006;-0.277;-0.026;0.194;0.194;0.0;;0.0019
09/08/2023 09:42:49;Intervalle;0.0019;21.2;4.995;5.003;5.017;0.006;-0.275;-0.028;Invalid;Invalid;0.0;;0.0019
09/08/2023 09:42:50;Intervalle;0.0019;21.2;4.995;5.003;5.019;0.006;-0.290;-0.030;0.190;0.190;0.0;;0.0019
09/08/2023 09:42:51;Intervalle;0.0019;21.2;4.995;5.003;5.017;0.006;-0.288;-0.028;Invalid;Invalid;0.0;;0.0019
09/08/2023 09:42:52;Intervalle;0.0019;21.2;4.995;5.003;5.017;0.006;-0.275;-0.027;Invalid;Invalid;0.0;;0.0019
09/08/2023 09:42:53;Intervalle;0.0019;21.2;4.995;5.003;5.017;0.006;-0.285;-0.029;Invalid;Invalid;0.0;;0.0019
09/08/2023 09:42:54;Intervalle;0.0019;21.2;4.995;5.003;5.017;0.006;-0.290;-0.028;Invalid;Invalid;0.0;;0.0019
09/08/2023 09:42:55;Intervalle;0.0019;21.2;4.995;5.003;5.017;0.006;-0.285;-0.028;Invalid;Invalid;0.0;;0.0019
09/08/2023 09:42:56;Intervalle;0.0019;21.2;4.995;5.003;5.017;0.006;-0.275;-0.029;Invalid;Invalid;0.0;;0.0019
09/08/2023 09:42:57;Intervalle;0.0019;21.2;4.995;5.003;5.017;0.005;-0.285;-0.028;Invalid;Invalid;0.0;;0.0019
09/08/2023 09:42:58;Intervalle;0.0019;21.2;4.995;5.003;5.017;0.005;-0.277;-0.029;Invalid;Invalid;0.0;;0.0019
09/08/2023 09:42:59;Intervalle;0.0019;21.2;4.995;5.003;5.017;0.005;-0.283;-0.029;Invalid;Invalid;0.0;;0.0019
09/08/2023 09:43:00;Intervalle;0.0019;21.2;4.995;5.003;5.017;0.005;-0.277;-0.027;Invalid;Invalid;0.0;;0.0019
09/08/2023 09:43:01;Intervalle;0.0019;21.2;4.995;5.003;5.017;0.005;-0.275;-0.028;Invalid;Invalid;0.0;;0.0019
09/08/2023 09:43:02;Intervalle;0.0019;21.2;4.995;5.003;5.017;0.005;-0.280;-0.026;Invalid;Invalid;0.0;;0.0019
09/08/2023 09:43:03;Intervalle;0.0019;21.2;4.995;5.003;5.017;0.005;-0.285;-0.027;Invalid;Invalid;0.0;;0.0019
09/08/2023 09:43:04;Intervalle;0.0019;21.2;4.995;5.003;5.017;0.005;-0.285;-0.030;Invalid;Invalid;0.0;;0.0019
09/08/2023 09:43:05;Intervalle;0.0019;21.2;4.995;5.003;5.017;0.005;-0.283;-0.026;Invalid;Invalid;0.0;;0.0019
09/08/2023 09:43:06;Intervalle;0.0019;21.2;4.995;5.003;5.017;0.005;-0.277;-0.028;Invalid;Invalid;0.0;;0.0019
09/08/2023 09:43:07;Intervalle;0.0019;21.2;4.995;5.003;5.020;0.005;-0.280;-0.028;0.201;0.201;0.0;;0.0019
09/08/2023 09:43:08;Intervalle;0.0019;21.2;4.995;5.003;5.017;0.005;-0.280;-0.026;Invalid;Invalid;0.0;;0.0019
09/08/2023 09:43:09;Intervalle;0.0019;21.2;4.995;5.003;5.017;0.005;-0.285;-0.029;Invalid;Invalid;0.0;;0.0019
09/08/2023 09:43:10;Intervalle;0.0019;21.2;4.995;5.003;5.017;0.005;-0.277;-0.028;Invalid;Invalid;0.0;;0.0019
09/08/2023 09:43:11;Intervalle;0.0019;21.2;4.995;5.003;5.017;0.005;-0.290;-0.027;Invalid;Invalid;0.0;;0.0019
09/08/2023 09:43:12;Intervalle;0.0019;21.2;4.995;5.003;5.019;0.005;-0.275;-0.026;0.190;0.190;0.0;;0.0019
09/08/2023 09:43:13;Intervalle;0.0019;21.2;4.995;5.003;5.017;0.005;-0.280;-0.027;Invalid;Invalid;0.0;;0.0019
09/08/2023 09:43:14;Intervalle;0.0019;21.2;4.995;5.003;5.017;0.005;-0.283;-0.027;Invalid;Invalid;0.0;;0.0019
09/08/2023 09:43:15;Intervalle;0.0019;21.2;4.995;5.003;5.017;0.005;-0.277;-0.027;Invalid;Invalid;0.0;;0.0019
09/08/2023 09:43:16;Intervalle;0.0019;21.2;4.995;5.003;5.017;0.005;-0.283;-0.028;Invalid;Invalid;0.0;;0.0019
09/08/2023 09:43:17;Intervalle;0.0019;21.2;4.995;5.003;5.017;0.005;-0.275;-0.028;Invalid;Invalid;0.0;;0.0019
09/08/2023 09:43:18;Intervalle;0.0019;21.2;4.995;5.003;5.017;0.005;-0.272;-0.025;Invalid;Invalid;0.0;;0.0019
09/08/2023 09:43:19;Intervalle;0.0019;21.2;4.995;5.003;5.017;0.005;-0.293;-0.028;Invalid;Invalid;0.0;;0.0019
09/08/2023 09:43:20;Intervalle;0.0019;21.2;4.995;5.003;5.017;0.005;-0.283;-0.028;Invalid;Invalid;0.0;;0.0019
09/08/2023 09:43:21;Intervalle;0.0019;21.2;4.995;5.003;5.019;0.005;-0.275;-0.027;0.192;0.192;0.0;;0.0019
09/08/2023 09:43:22;Intervalle;0.0019;21.2;4.995;5.003;5.017;0.005;-0.285;-0.028;Invalid;Invalid;0.0;;0.0019
09/08/2023 09:43:23;Intervalle;0.0019;21.2;4.995;5.003;5.017;0.005;-0.280;-0.027;Invalid;Invalid;0.0;;0.0019
09/08/2023 09:43:24;Intervalle;0.0019;21.2;4.995;5.003;5.020;0.005;-0.275;-0.029;0.197;0.197;0.0;;0.0019
09/08/2023 09:43:25;Intervalle;0.1577;21.1;4.995;5.015;5.035;0.005;-0.280;0.452;1.100;1.100;0.0;;0.1577
09/08/2023 09:43:26;Intervalle;0.1733;21.1;4.999;5.028;5.074;0.006;0.641;0.953;1.100;1.100;0.0;;0.1733
09/08/2023 09:43:27;Intervalle;0.1730;21.1;5.004;5.051;5.074;0.006;1.536;1.856;1.100;1.100;0.0;;0.1730
09/08/2023 09:43:28;Intervalle;0.1555;21.0;5.005;5.034;5.074;0.006;1.687;1.181;1.100;1.100;0.0;;0.1555
09/08/2023 09:43:29;Intervalle;0.1336;21.0;5.000;5.028;5.053;0.006;0.727;0.955;1.100;1.100;0.0;;0.1336
09/08/2023 09:43:30;Intervalle;0.1216;21.0;5.000;5.028;5.043;0.006;0.696;0.957;1.100;1.100;0.0;;0.1216
09/08/2023 09:43:31;Intervalle;0.1165;21.0;5.000;5.028;5.038;0.006;0.698;0.956;1.100;1.100;0.0;;0.1165
09/08/2023 09:43:32;Intervalle;0.1148;21.0;5.000;5.028;5.040;0.006;0.690;0.959;1.100;1.100;0.0;;0.1148
09/08/2023 09:43:33;Intervalle;0.1139;21.0;5.000;5.028;5.040;0.006;0.690;0.956;1.100;1.100;0.0;;0.1139
09/08/2023 09:43:34;Intervalle;0.1133;21.0;5.000;5.028;5.038;0.006;0.698;0.958;1.100;1.100;0.0;;0.1133
09/08/2023 09:43:35;Intervalle;0.1133;20.9;5.000;5.028;5.040;0.005;0.696;0.954;1.100;1.100;0.0;;0.1133
09/08/2023 09:43:36;Intervalle;0.1133;20.9;5.000;5.028;5.040;0.006;0.690;0.956;1.100;1.100;0.0;;0.1133
09/08/2023 09:43:37;Intervalle;0.1128;20.9;4.999;5.028;5.038;0.005;0.688;0.958;1.100;1.100;0.0;;0.1128
09/08/2023 09:43:38;Intervalle;0.1130;20.9;5.000;5.028;5.038;0.005;0.693;0.957;1.100;1.100;0.0;;0.1130
09/08/2023 09:43:39;Intervalle;0.1132;20.9;5.000;5.028;5.038;0.005;0.701;0.958;1.101;1.101;0.0;;0.1132
09/08/2023 09:43:40;Intervalle;0.1131;20.9;5.000;5.028;5.038;0.005;0.690;0.959;1.098;1.098;0.0;;0.1131
09/08/2023 09:43:41;Intervalle;0.1129;20.9;5.000;5.028;5.035;0.005;0.698;0.956;1.022;1.022;0.0;;0.1129
09/08/2023 09:43:42;Intervalle;0.1129;20.9;5.000;5.028;5.038;0.005;0.696;0.958;1.099;1.099;0.0;;0.1129
09/08/2023 09:43:43;Intervalle;0.1127;20.9;5.000;5.028;5.040;0.005;0.706;0.958;1.178;1.178;0.0;;0.1127
09/08/2023 09:43:44;Intervalle;0.1128;20.9;5.000;5.028;5.040;0.005;0.690;0.956;1.178;1.178;0.0;;0.1128
09/08/2023 09:43:45;Intervalle;0.1131;20.8;5.000;5.028;5.038;0.005;0.698;0.957;1.102;1.102;0.0;;0.1131
09/08/2023 09:43:46;Intervalle;0.1134;20.8;5.000;5.028;5.035;0.005;0.698;0.957;1.023;1.023;0.0;;0.1134
09/08/2023 09:43:47;Intervalle;0.1132;20.8;5.000;5.028;5.038;0.006;0.701;0.959;1.101;1.101;0.0;;0.1132
09/08/2023 09:43:48;Intervalle;0.1132;20.8;5.000;5.028;5.038;0.005;0.706;0.959;1.101;1.101;0.0;;0.1132
09/08/2023 09:43:49;Intervalle;0.1131;20.8;5.000;5.028;5.035;0.005;0.703;0.959;1.024;1.024;0.0;;0.1131
09/08/2023 09:43:50;Intervalle;0.1127;20.9;5.000;5.028;5.035;0.005;0.706;0.960;1.024;1.024;0.0;;0.1127
09/08/2023 09:43:51;Intervalle;0.1130;20.8;5.000;5.028;5.043;0.005;0.703;0.958;1.246;1.246;0.0;;0.1130
09/08/2023 09:43:52;Intervalle;0.1126;20.8;5.000;5.028;5.040;0.005;0.701;0.958;1.178;1.178;0.0;;0.1126
09/08/2023 09:43:53;Intervalle;0.1124;20.8;5.000;5.028;5.033;0.005;0.701;0.960;0.940;0.940;0.0;;0.1124
09/08/2023 09:43:54;Intervalle;0.1125;20.9;5.000;5.028;5.043;0.005;0.706;0.959;1.247;1.247;0.0;;0.1125
09/08/2023 09:43:55;Intervalle;0.1129;20.9;5.000;5.028;5.038;0.005;0.703;0.958;1.102;1.102;0.0;;0.1129
09/08/2023 09:43:56;Intervalle;0.1130;20.9;5.000;5.028;5.035;0.005;0.701;0.958;1.023;1.023;0.0;;0.1130
09/08/2023 09:43:57;Intervalle;0.1130;20.8;5.000;5.028;5.038;0.005;0.709;0.959;1.103;1.103;0.0;;0.1130
09/08/2023 09:43:58;Intervalle;0.1131;20.8;5.000;5.028;5.038;0.005;0.706;0.960;1.101;1.101;0.0;;0.1131
09/08/2023 09:43:59;Intervalle;0.1132;20.8;5.000;5.028;5.040;0.005;0.703;0.956;1.177;1.177;0.0;;0.1132
09/08/2023 09:44:00;Intervalle;0.1131;20.9;5.000;5.028;5.035;0.006;0.711;0.959;1.023;1.023;0.0;;0.1131
09/08/2023 09:44:01;Intervalle;0.1136;20.9;5.000;5.028;5.035;0.006;0.709;0.957;1.023;1.023;0.0;;0.1136
09/08/2023 09:44:02;Intervalle;0.1139;20.9;5.000;5.028;5.040;0.006;0.703;0.957;1.179;1.179;0.0;;0.1139
09/08/2023 09:44:03;Intervalle;0.1134;20.8;5.000;5.028;5.038;0.006;0.701;0.958;1.101;1.101;0.0;;0.1134
09/08/2023 09:44:04;Intervalle;0.1137;20.9;5.000;5.028;5.035;0.006;0.693;0.956;1.024;1.024;0.0;;0.1137
09/08/2023 09:44:05;Intervalle;0.1133;20.9;5.000;5.028;5.038;0.006;0.693;0.956;1.100;1.100;0.0;;0.1133
09/08/2023 09:44:06;Intervalle;0.1131;20.9;5.000;5.028;5.035;0.006;0.701;0.958;1.024;1.024;0.0;;0.1131
09/08/2023 09:44:07;Intervalle;0.1132;20.9;5.000;5.028;5.038;0.006;0.693;0.956;1.101;1.101;0.0;;0.1132
09/08/2023 09:44:08;Intervalle;0.1131;20.9;5.000;5.028;5.035;0.006;0.703;0.957;1.023;1.023;0.0;;0.1131
09/08/2023 09:44:09;Intervalle;0.1131;20.9;5.000;5.028;5.040;0.006;0.701;0.959;1.178;1.178;0.0;;0.1131
09/08/2023 09:44:10;Intervalle;0.1126;20.9;5.000;5.028;5.035;0.005;0.703;0.958;1.023;1.023;0.0;;0.1126
09/08/2023 09:44:11;Intervalle;0.1125;20.9;5.000;5.028;5.035;0.005;0.706;0.959;1.025;1.025;0.0;;0.1125
09/08/2023 09:44:12;Intervalle;0.1126;20.9;5.000;5.028;5.038;0.005;0.701;0.960;1.100;1.100;0.0;;0.1126
09/08/2023 09:44:13;Intervalle;0.1128;20.9;5.000;5.028;5.038;0.005;0.698;0.958;1.100;1.100;0.0;;0.1128
09/08/2023 09:44:14;Intervalle;0.1126;20.9;5.000;5.028;5.035;0.005;0.703;0.957;1.024;1.024;0.0;;0.1126
09/08/2023 09:44:15;Intervalle;0.1125;20.9;5.000;5.028;5.035;0.005;0.706;0.960;1.023;1.023;0.0;;0.1125
09/08/2023 09:44:16;Intervalle;0.1125;20.9;5.000;5.028;5.035;0.005;0.698;0.958;1.024;1.024;0.0;;0.1125
09/08/2023 09:44:17;Intervalle;0.1129;20.9;5.000;5.028;5.038;0.005;0.698;0.959;1.101;1.101;0.0;;0.1129
09/08/2023 09:44:18;Intervalle;0.1130;20.9;5.000;5.028;5.038;0.005;0.703;0.958;1.100;1.100;0.0;;0.1130
09/08/2023 09:44:19;Intervalle;0.1130;20.8;5.000;5.028;5.040;0.005;0.698;0.961;1.178;1.178;0.0;;0.1130
09/08/2023 09:44:20;Intervalle;0.1133;20.9;5.000;5.028;5.035;0.005;0.703;0.958;1.024;1.024;0.0;;0.1133
09/08/2023 09:44:21;Intervalle;0.1132;20.9;5.000;5.028;5.035;0.005;0.716;0.957;1.022;1.022;0.0;;0.1132
09/08/2023 09:44:22;Intervalle;0.1131;20.9;5.000;5.028;5.040;0.005;0.703;0.960;1.179;1.179;0.0;;0.1131
09/08/2023 09:44:23;Intervalle;0.1131;20.8;5.000;5.028;5.040;0.005;0.719;0.961;1.178;1.178;0.0;;0.1131
09/08/2023 09:44:24;Intervalle;0.1131;20.8;5.000;5.028;5.035;0.005;0.701;0.959;1.024;1.024;0.0;;0.1131
09/08/2023 09:44:25;Intervalle;0.1133;20.8;5.000;5.028;5.038;0.005;0.711;0.959;1.100;1.100;0.0;;0.1133
09/08/2023 09:44:26;Intervalle;0.1131;20.8;5.000;5.028;5.038;0.005;0.706;0.959;1.101;1.101;0.0;;0.1131
09/08/2023 09:44:27;Intervalle;0.1133;20.8;5.000;5.028;5.040;0.005;0.709;0.958;1.179;1.179;0.0;;0.1133
09/08/2023 09:44:28;Intervalle;0.1133;20.9;5.000;5.028;5.035;0.005;0.706;0.958;1.023;1.023;0.0;;0.1133
09/08/2023 09:44:29;Intervalle;0.1134;20.9;5.000;5.028;5.038;0.005;0.698;0.959;1.102;1.102;0.0;;0.1134
09/08/2023 09:44:30;Intervalle;0.1132;20.9;5.000;5.028;5.040;0.005;0.696;0.956;1.178;1.178;0.0;;0.1132
09/08/2023 09:44:31;Intervalle;0.1131;20.8;5.000;5.028;5.038;0.005;0.693;0.958;1.102;1.102;0.0;;0.1131
09/08/2023 09:44:32;Intervalle;0.1136;20.9;5.000;5.028;5.040;0.005;0.706;0.959;1.178;1.178;0.0;;0.1136
09/08/2023 09:44:33;Intervalle;0.1136;20.8;5.000;5.028;5.040;0.005;0.698;0.959;1.179;1.179;0.0;;0.1136
09/08/2023 09:44:34;Intervalle;0.1136;20.8;5.000;5.028;5.040;0.005;0.698;0.958;1.180;1.180;0.0;;0.1136
09/08/2023 09:44:35;Intervalle;0.1135;20.8;5.000;5.028;5.040;0.005;0.696;0.959;1.179;1.179;0.0;;0.1135
09/08/2023 09:44:36;Intervalle;0.1139;20.9;5.000;5.028;5.038;0.006;0.701;0.958;1.102;1.102;0.0;;0.1139
09/08/2023 09:44:37;Intervalle;0.1139;20.9;5.000;5.028;5.043;0.006;0.709;0.958;1.248;1.248;0.0;;0.1139
09/08/2023 09:44:38;Intervalle;0.1144;20.9;5.000;5.028;5.040;0.006;0.696;0.957;1.179;1.179;0.0;;0.1144
09/08/2023 09:44:39;Intervalle;0.1139;20.8;5.000;5.028;5.035;0.006;0.711;0.958;1.022;1.022;0.0;;0.1139
09/08/2023 09:44:40;Intervalle;0.1137;20.9;5.000;5.028;5.038;0.006;0.701;0.957;1.100;1.100;0.0;;0.1137
09/08/2023 09:44:41;Intervalle;0.1141;20.9;5.000;5.028;5.038;0.006;0.711;0.958;1.101;1.101;0.0;;0.1141
09/08/2023 09:44:42;Intervalle;0.1138;20.8;5.000;5.028;5.035;0.006;0.709;0.957;1.024;1.024;0.0;;0.1138
09/08/2023 09:44:43;Intervalle;0.1133;20.8;5.000;5.028;5.038;0.006;0.701;0.957;1.102;1.102;0.0;;0.1133
09/08/2023 09:44:44;Intervalle;0.1135;20.9;5.000;5.028;5.038;0.006;0.711;0.958;1.102;1.102;0.0;;0.1135
09/08/2023 09:44:45;Intervalle;0.1138;20.9;5.000;5.028;5.032;0.006;0.706;0.958;0.936;0.936;0.0;;0.1138
09/08/2023 09:44:46;Intervalle;0.1136;20.9;5.000;5.028;5.038;0.006;0.698;0.957;1.101;1.101;0.0;;0.1136
09/08/2023 09:44:47;Intervalle;0.1137;20.8;5.000;5.028;5.038;0.006;0.706;0.958;1.100;1.100;0.0;;0.1137
09/08/2023 09:44:48;Intervalle;0.1137;20.8;5.000;5.028;5.035;0.006;0.709;0.955;1.022;1.022;0.0;;0.1137
09/08/2023 09:44:49;Intervalle;0.1143;20.9;5.000;5.028;5.043;0.006;0.706;0.957;1.246;1.246;0.0;;0.1143
09/08/2023 09:44:50;Intervalle;0.1141;20.9;5.000;5.028;5.040;0.006;0.696;0.960;1.178;1.178;0.0;;0.1141
09/08/2023 09:44:51;Intervalle;0.1146;20.9;5.000;5.028;5.040;0.006;0.703;0.959;1.177;1.177;0.0;;0.1146
09/08/2023 09:44:52;Intervalle;0.1139;20.8;5.000;5.028;5.038;0.006;0.709;0.958;1.100;1.100;0.0;;0.1139
09/08/2023 09:44:53;Intervalle;0.1145;20.9;5.000;5.028;5.040;0.006;0.690;0.956;1.178;1.178;0.0;;0.1145
